player_id,player,preferred_foot,match_score,matched_name
24085.0,Pervis Josué Estupiñán Tenorio,Left,100,Pervis Josué Estupiñán Tenorio
3501.0,Philippe Coutinho Correia,Right,100,Philippe Coutinho Correia
23934.0,Rafael Jiménez Jarque,Right,100,Rafael Jiménez Jarque
23812.0,Rafael Mir Vicente,Right,100,Rafael Mir Vicente
5485.0,Raphaël Varane,Right,100,Raphaël Varane
7030.0,Raúl Albiol i Tortajada,Right,95,Raúl Albiol Tortajada
6391.0,Raúl García Escudero,Right,100,Raúl García Escudero
6693.0,Raúl Rodríguez Navas,Right,100,Raúl Rodríguez Navas
5523.0,Renato Fabrizio Tapia Cortijo,Right,100,Renato Fabrizio Tapia Cortijo
24841.0,Ricard Puig Martí,Right,100,Ricard Puig Martí
3666.0,Robert Kenedy Nunes do Nascimento,Left,100,Robert Kenedy Nunes do Nascimento
47375.0,Robert Navarro Muñoz,,73,Renato Mendoza Navarro
26009.0,Roberto Soldado Rillo,Right,100,Roberto Soldado Rillo
6807.0,Roberto Suárez Pier,Right,100,Roberto Suárez Pier
23947.0,Roberto Torres Morales,Right,100,Roberto Torres Morales
22128.0,Robin Aime Robert Le Normand,,73,Robin Le Normand
10605.0,Rodrigo Andrés Battaglia,Right,100,Rodrigo Andrés Battaglia
41083.0,Rodri Sanchez,,71,Jordi Sánchez Ribas
25104.0,Rodrygo Silva de Goes,Right,100,Rodrygo Silva de Goes
6684.0,Roger Martí Salvador,Right,100,Roger Martí Salvador
32480.0,Ronald Federico Araújo da Silva,Right,100,Ronald Federico Araújo da Silva
3610.0,Roque Mesa Quevedo,Right,100,Roque Mesa Quevedo
11300.0,Rubén Alcaraz Jiménez,Right,100,Rubén Alcaraz Jiménez
6612.0,Rubén Duarte Sánchez,Left,100,Rubén Duarte Sánchez
23943.0,Rubén García Santos,Left,100,Rubén García Santos
6613.0,Rubén Sobrino Pozuelo,Right,100,Rubén Sobrino Pozuelo
24140.0,Rui Tiago Dantas da Silva,Right,100,Rui Tiago Dantas da Silva
6592.0,Rúben Miguel Nunes Vezo,Right,100,Rúben Miguel Nunes Vezo
41107.0,Sabit Abdulai,Right,100,Sabit Abdulai
3417.0,Saidy Janko,Right,100,Saidy Janko
23973.0,Salvador Sánchez Ponce,Right,100,Salvador Sánchez Ponce
16335.0,Samuel Chimerenka Chukwueze,Left,100,Samuel Chimerenka Chukwueze
5492.0,Samuel Yves Umtiti,Left,100,Samuel Yves Umtiti
6594.0,Santiago Mina Lorenzo,Right,100,Santiago Mina Lorenzo
6381.0,Saúl Ñíguez Esclapez,Left,97,Saúl Ñíguez Esclápez
6379.0,Sergi Roberto Carnicer,Right,98,Sergio Roberto Carnicer
21881.0,Sergino Dest,,78,Sergio Padt
6755.0,Sergio Asenjo Andrés,Right,100,Sergio Asenjo Andrés
5203.0,Sergio Busquets i Burgos,Right,100,Sergio Busquets i Burgos
6673.0,Sergio Canales Madrazo,Left,100,Sergio Canales Madrazo
6718.0,Sergio Escudero Palomo,Left,100,Sergio Escudero Palomo
17027.0,Sergio Guardiola Navarro,Left,100,Sergio Guardiola Navarro
22199.0,Sergio Gómez Martín,Left,100,Sergio Gómez Martín
24211.0,Sergio Herrera Pirón,Right,100,Sergio Herrera Pirón
6657.0,Sergio León Limones,Right,100,Sergio León Limones
6682.0,Sergio Postigo Redondo,Right,100,Sergio Postigo Redondo
5201.0,Sergio Ramos García,Right,100,Sergio Ramos García
3810.0,Shinji Okazaki,,62,Shuhei Kawasaki
29310.0,Shon Zalman Weissman,Right,100,Shon Zalman Weissman
35287.0,Sofian Chakla,Right,100,Sofian Chakla
6376.0,Stefan Savić,Right,100,Stefan Savić
31090.0,Takefusa Kubo,,56,Ľubomír Šatka
3509.0,Thibaut Courtois,Left,100,Thibaut Courtois
22107.0,Thierry Rendall Correia,Right,100,Thierry Rendall Correia
3245.0,Thomas Lemar,Left,100,Thomas Lemar
31779.0,Tomas Franco Tavares,Right,97,Tomás Franco Tavares
6622.0,Tomás Pina Isla,Right,100,Tomás Pina Isla
5574.0,Toni Kroos,Right,100,Toni Kroos
23949.0,Unai García Lugea,Left,100,Unai García Lugea
6397.0,Unai Núñez Gestoso,Right,100,Unai Núñez Gestoso
11748.0,Unai Simón Mendibil,Right,100,Unai Simón Mendibil
35473.0,Unai Vencedor Paris,Right,100,Unai Vencedor Paris
24267.0,Uroš Račić,Right,100,Uroš Račić
3497.0,Vicente Iborra De La Fuente,Right,100,Vicente Iborra de la Fuente
18395.0,Vinícius José Paixão de Oliveira Júnior,Right,100,Vinícius José Paixão de Oliveira Júnior
24133.0,Víctor David Díaz Miguel,Right,100,Víctor David Díaz Miguel
6615.0,Víctor Laguardia Cisneros,Right,100,Víctor Laguardia Cisneros
6752.0,Víctor Ruíz Torre,Left,100,Víctor Ruíz Torre
24777.0,Waldo Rubio Martín,Right,100,Waldo Rubio Martín
5214.0,William Silva de Carvalho,Right,100,William Silva de Carvalho
6721.0,Willian José da Silva,Right,100,Willian José da Silva
24052.0,Yan Brice Eteki,Right,100,Yan Brice Eteki
16249.0,Yangel Clemente Herrera Ravelo,Right,100,Yangel Clemente Herrera Ravelo
2961.0,Yann Bodiger,,70,Yann Sommer
5633.0,Yannick Ferreira Carrasco,Right,100,Yannick Ferreira Carrasco
6785.0,Yassine Bounou,Left,100,Yassine Bounou
6877.0,Yeray Álvarez López,Right,100,Yeray Álvarez López
50494.0,Yeremy Pino,,64,Jeremy Cijntje
6301.0,Youssef En-Nesyri,Left,100,Youssef En-Nesyri
38792.0,Yunus Dimoara Musah,,73,Yunus Musah
3023.0,Yuri Berchiche Izeta,Left,100,Yuri Berchiche Izeta
25598.0,Álvaro Fernández Llorente,Left,100,Álvaro Fernández Llorente
24053.0,Álvaro Giménez Candela,Left,100,Álvaro Giménez Candela
24172.0,Álvaro Juan Cruz Armada,Left,100,Juan Cruz Álvaro Armada
20542.0,Álvaro Negredo Sánchez,Left,100,Álvaro Negredo Sánchez
6689.0,Álvaro Odriozola Arzallus,Right,96,Álvaro Odriozola Arzalluz
6611.0,Ángel Luis Rodríguez Díaz,Right,98,Ángel Luís Rodríguez Díaz
6377.0,Ángel Martín Correa,Right,100,Ángel Martín Correa
24144.0,Ángel Montoro Sánchez,Right,100,Ángel Montoro Sánchez
13620.0,Éder Gabriel Militão,Right,100,Éder Gabriel Militão
6392.0,Íñigo Lekue Martínez,Right,100,Íñigo Lekue Martínez
6665.0,Íñigo Martínez Berridi,Left,100,Íñigo Martínez Berridi
12021.0,Óliver Torres Muñoz,Right,100,Óliver Torres Muñoz
5598.0,Óscar Esau Duarte Gaitán,Right,100,Óscar Esau Duarte Gaitán
43728.0,Óscar Mingueza García,,67,Óscar Rodríguez Arnaiz
11296.0,Óscar Plano Pedreño,Left,100,Óscar Plano Pedreño
16212.0,Óscar Rodríguez Arnaiz,Right,100,Óscar Rodríguez Arnaiz
6649.0,Óscar de Marcos Arana,Right,100,Óscar de Marcos Arana
